영화명,평점리뷰
아나키스트,이러한 영화를 이제서야 알게 되다니새롭게 리메이크해서 다시 개봉했으면 좋겠다.그로인해 우리나라 역사에 대해서 모든국민이 올바르게 알 길.한국독립운동에 관한 영화가 너무 부족하다.리메이크하셈 다들 뜨기전에 찍은거임 근현대사배우면 이런영화ㅣ 진짜 많이 만들어야함 그리고 진짜 스토리도 재밌음 진부하지도않고 지루하지않고 새로운것이지시대를 앞서도 너~무 앞서간 불후의 명작고등학교 1학년때 접한 영화. 이 영화를 보고 관심 없었던 근 현대사를 들여다보았다. 아나키즘에 관련된 학술 자료와 서적 등을 미친듯이 찾아 읽었고 가치관의 형성에도 결정적인 역할을 했다. 10년이 넘은 지금 아나키...아쉽다 ㅠㅠ 우리나라 독립운동의 한획 ㅠㅠ최고꼭 봐야할 영화!! 절대로 후회하지 않습니다.흥행은 망했지만 아직도 뇌리에 선연하네요.그리고 초반부에 나레이션으로 흐르던 조선혁명선언도...이거 진짜 명작인데... 배우들 그대로 리메이크 됐으면 좋겠습니다.. 얼굴도 그대로구만 뭐...해줘! 해달라고!극장에서만 2번 봤었던 영화
작전명 발키리,"과소 평가받은 영화중에 하나라고 생각함톰크루즈의 눈빛이 아직까지도 기억에 생생하다. 수리 애비 화이팅!거짓말 안치고 진짜 몰입해서 본 영화이미 역사를 알고 있었지만, 그래도 영화를 보는 내내 히틀러가 죽기를 바랬다...처음엔 좀 지루했었는데 갈수록 심장 떨어지는줄알았다ㅠㅠ 톰크루즈연기며눈빛이며걍다 좋았고ㅠㅠ볼만했다. 독일인들이 영어로 쏼라쏼라 하는 것 빼고는....솔직히 에정된결말이지만 재미있고 잘만듬 근데 기자들 평가보면 단체로 중2병 걸린듯ㅋㅋ결말이 있는 사건임에도 불구하고 극중 긴장감은 정말 짜릿 그 자체실망시키지 않는 브라이언 싱어 감독!겁나 재밌음,, 혁명실패하고의 그 암담한 분위기 ㅡㅡ; 톰 크루즈 연기 잘한다.."
언어의 정원,"영화 마지막에 ""실제 무대가 된 신주쿠 공원에서는 음주가 금지되어 있으니 유의 바랍니다"" 에서 빵 터짐.. ㅋㅋㅋㅋㅋㅋ나는비가정말싫다 그러나 이영화를 보고나서 문득 비내리는 공원 벤치에 앉아있고 싶다는 생각을 했다영화가 거의 끝날때쯤에 엔딩이 딱 울려퍼질때 이영화의진가가 발휘된다영상미랑 노래가 이 영화를 살렸다초속5cm 감독 초속5cm랑은 다르게 밝은느낌으로 갔다 결말도 현실적이고 맘에 들었다 영화관에서 꼭 봐야될 영화다영상미가 너무 뛰어나서 순간, 정말 이 배경이 그림인가? 하고 의문을 품는 장면이 자주 보인다. 이 영화를 보고 나서 비오는 날이 그리 나쁘지 않다고 생각이 들었다결국 마음도 언어로 표현되야 함을 새삼 느꼈다.약간 오그라드는면이 없지 않지만 한국에서는 절대 이런 느낌과 감정을 받지 못한다고 자부한다 작화부터 스토리까지 영화전체에서 영상문학이라는 느낌을 받게되고 작품에 매료된다 다만 조금 짧다는거..?아이와 어른의 동화같은 성장기...비오는 날 앉아있을 공원을 물색해봐야하나 싶음.마지막자막이 최고의 반전"
무언의 목격자,"건물 복도 추격씬을 아직도 잊을수 없다 ㄷㄷㄷ 긴장감이란...공포영화는 좀 오래된 것이 더 걸작인것같다. 긴박감 넘친다아....진짜 이거 평점줄라고 로긴한다....옛날에 본건데 정말 수작...!!! 강추내 베스트 영화에 들었음주인공이 너무 아름다워서 이유불문 10점..중후반 나쁘지않던데요..첨에비해 좀 코믹하긴했지만~20년정도 전영화인데 그정도야ㅋ지금봐도 꽤 괜찮음. 수작!ㅋㅋ뭔가 싸이코 같은 분위기로 긴장감 팍팍 주더니 중후반부터 나홀로집에처럼 코믹스러워서 여러가지맛도 보여주는군 했더만, 마지막까지 긴장시키려는 장치였다. 요즘영화는 이런 잘짜여진 맛이없단말이지.예전 영화라서 크게 기대하고 본건 아니지만 은근히 재미있다... 스릴 코믹 섞어놓은게 나홀로집에 느낌도 나고 몰입감도 있고.... 예전 영화인걸 감안해도 괜찮네요... 벙어리 여자 주인공 행동이 왜케 귀엽지...ㅋㅋ...2011年 8月4日/마리나슈디나는 이 영화밖에 안찍은건가;; 상당히 매력있는데;"
로마 위드 러브,"미드나잇인파리같은 영화가 아님ㅋㅋㅋ 1점 준사람들은 코드가 약간 안 맞는듯ㅋㅋㅋㅋ호불호갈리는영화. 엘렌페이지랑 우디앨런 할아버지가 개웃김ㅋㅋㅋ모니카가 척 할때마다 존아저씨가 뭐라하는거 겁나웃김ㅋㅋㅋㅋ소소한 개인의 삶이 소중하고 아름답다는 작가의 시선이 돋보이는 영화, '힐링'을 내걸고 억지 감동을 주려고 애쓰는 국내 영화들보다 더 '힐링'에 가까운 영화낭만 가득한 풍광 속 일상의 헛헛함가볍게 웃으면서 이건 뭐지 하면서 보는 영화지만,, 한편으로 동경의 대상이 되기도 하면서도 그것이 허상이고 평범한 자신의 삶이 최고다라는 것을 깨닫게 해준 영화!!우디알렌은 항상 내가 생각하던걸 영화로 만들어준다. 나랑 소울메이트인거 같닼ㅋㅋㅋㅋㅋㅋ크레이지한 요소가 많아서 이상했고 웃겼고 즐거웠던 ㅇㅇ이건뭐...내용이뭐이래ㅡㅡ보는내내어이가없어서 헐...헐..을연발함작정하고 웃으라고 만든 영화인것 처럼 곳곳에 빵터지는 연출과 대사가 도사리고 있다정신없는 영화"
워터호스,"어린감성에 감정을이 더 해지는 영화. 우리는 친구가 될 수 있을거야너무 감동적이고 내가 주인공인 느낌이듯;;너무 재밌네요^^이 작품은 눈으로 보는게 아니라 마음으로 보는 것이다!!깨알같은재미다소 느리고 전형적이지만, 어린이와 어른 모두를 흥미롭게 만들 요소가 많다.씨...나도 저런 친구하나..애들용인 줄 알았는데 전혀 안유치하고 동심자극아이도 어른도 재미있게 볼 수 있는 영화. 동심에 빠져들어 시간이 가는줄도 몰랐다재밌당해군 복무한 사람이 물에 빠진 사람 응급처치도 못하다니"
클라우즈 오브 실스마리아,"찬사와 호평일색이네 그러나 볼수가 없다 상영관이 없다 .. 쓰레기 영화라도 지들이 만든 영화 도배하는 우리나라 씨제이 롯데 쓰레기 기업들은 망해야합니;다관람객 줄리엣 비노쉬가 크리스틴 스튜어트를 상대로 연습하는 연극 대사에 두 사람의 관계를 투영한 설정이 인상적관람객 올해 최고의 영화. 마지막 장면도 인상적. 하지 않으려고 애쓰지만 하게 되고 받아들이기 싫지만 껴안게 되고 무대에 오르기 전까지 욕심을 놓을 수 없지만, 끝내 무대 위에서 자신을 마주한다. 이렇게 살아가고 있구나....관람객 성숙하게 나이들어가는 것은 누구에게든 어렵고 미숙한 일이다.영화 중반쯤 되면, 이게 대사 연습을 하는건지 아닌지 모호해지는 경계선이 온다. 사람에 따라 호불호가 갈릴 수 있으나 개인적으로는 배우들의 연기와 대사에 푹 빠져 시간가는줄 모르고 봤다. 그나저나 크리스틴 스튜어트,...어제 압구정에서 시네마톡으로 봤는데 역시나 할 얘기가 많은 여운이 많이 남는 영화네요...구름 영상이랑 클래식 음악도 짱 좋고! 여자로서 더욱 공감해서 봤다는..연말에 나를 돌아보게 해줘서 더 좋았어요! 주변에 강추...마리아와 발렌틴, 그리고 조앤의 모습이 헬레나와 시그리드와 상징적으로 겹쳐지는 것이 마음에 들었다. 그 세 인물들은 상징적으로 한 인물이었을지도 모르겠다.관람객 줄리엣 비노쉬의 연기는 물론이고 모든 배우들의 연기가좋았다. 스위스의 자연. 연극과 현실 사이를 넘나드는 연기. 젊음 아니 가지고 누리던 것에 대한 인간의 집착에 대해 생각해볼수 있었던 시간.줄리엣 비노쉬라는 배우를 몰랐었는데 이 영화로 알게 됐네요. 크리스틴도 생각보다 훨씬 연기에 몰입하게 해줬고 여배우들의 이야기를 다룬 이런 영화는 언제나 흥미진진한거 같아요 ㅋㅋ 재밌었습니다!크리스틴스튜어트를 배우로써 재발견한 영화"
테넷,"관람객 무엇을 스포해야할지도 모르겠고 스포를 보더라도 무슨말인지 이해못함관람객 이영화 보고 나올때 드는 생각“아.. 한번 더봐야겠다”관람객 코로나로 영화 수익이 줄어든다고? 그럼 두 번은 봐야하는 영화를 만들면 되는거야~관람객 이감독은 어떻게 이런 생각들을 하는거지....관람객 인버전 적용된 액션씬들은 아직도 기억남 진짜 또보고싶음관람객 첫관람이시라면 내용파악은 최소한으로 접어두시고 최대한 많은 장면들과 대사들을 머릿속에 저장해 두세요관람객 놀란감독 영화의 팬이면 정말 최고의 영화. 난이도는 인셉션, 인터스텔라보다 훨씬 어려워서 놀란감독 영화의 초심자는 이해하기 어려울수도스포걱정은 안하셔도 됩니다. 본 사람도 뭘 스포해야할지 모르거든.관람객 개인적으론 인셉션만큼 재밌다.내용은 전혀 파악불가인데 정말 끝내주는 액션과 시각효과에 반한 작품. 아카데미에서 시각부문수상이 유력해보인다. 놀란감독은 머릿속으로 상상하기도 힘든걸 영상으로 놀랍게 구현하는 재주를 지...관람객 로버트 패틴슨 진짜 찐멋.."
신암행어사,좋았다..2013년인 지금 봐도 2004년작이란게 믿기지 않을 정도로 퀄도 좋았고80분에 내용을 흐지부지 압축한건 어쩔 수 없었지만서도극장판 소식 나왔을때 원작팬들은 기대 반 불안 반이었는데... 벌써 9년 지났네;; 제작 시기만 맞았다면 아지태와 문수의 만남을 시작으로 해서 쾌타천편으로 마무리 지었어도 괜찮지 않았을까 싶다. 저정도 퀄리티에 쾌타...별 기대 안하고 봤는데 꿀잼이네요좋아했던 만환데 영화로도 메인에피소드 잘 옮겼네어렸을때 진짜 너무재밌어서 열번도 넘게봤는데..이런만화 언제또볼수있을까재밌다. 이거 보고 신 암행어사 만화책 봤는데 진짜 재밌더라.근데 음... 극장판이니깐 만화책 스토리의 극히 일부분만 나왔는데 가능하다면 만화책 보는거 추천한다. 기쁜소식은 마지막권에서 생략된 내용이 많기 때문에 ...암행어사 출두야!!!이검 쩔었지 당시로는 컬쳐쇼크였다이거진짜명작인대 이거애니로만들면진짜 상대가안될꺼다
꾸뻬씨의 행복여행,"관람객 행복은 목적이 아니라 과정이 되어야 한다. 목적이되버리면 집착하게되고 집착하게되면 불안하게 되니까...나는 그저 영화를 보았을뿐인데행복을 느꼈다행복은 미래의 목표가 아니라 현재의 선택입니다.지금 이 순간 당신이 행복해지기로 선택한다면 당신은 얼마든지 행복할 수 있습니다.참 기분 좋은 영화입니다.떠난다고 다 힐링이 되는 건 아니다꾸뻬가아니라 헥터네?개봉하자마자 새벽에 영화관에서 봤는데 이번년도 많은일도있었고 많이힘들었는데 이영화보고 정말좋다 추천 너에게 행복주고싶어 모두들 행복하세여 한달남았는데 내년에는 좋은일있을거에요 ~^^헥터에게 너무 아까운 그녀, 클라라.관람객 어쩌면 행복은 항상 곁에 있었던 것일지도 모른다. 다만 익숙해져있다는 사실에 나 자신이 알아차지리 못했던 것은 아닐까""나를 찾아서""에서의 로자먼드 파이크 잔상이 남은 상태로는 예고편도 무섭다2시간 동안 여행을 다녀온 기분. 보는것만으로도 행복해지는 영화."
진주 귀걸이를 한 소녀,"매혹적인 영화. 베르메르가 귀를 뚫어주 장면은 두고두고 기억에 남을 관능적인 장면이영화, 의외로 주인공안어울릴것같았는데 콜린퍼스랑 스카렛이랑 진짜, 묘하게 잘어울렸던영화, 보는내내, 그애틋한눈빛하면, 감정이 전해졌었던영화, 여자는 떄론 사랑받기위해선, 참, 잔인해지기도한다. 강추영화그 꼬마.. 아무리 생각해도 한대 때리고 싶다.베르메르의 그림 속 디테일까지 세밀하게 살려놓은 미술팀에게 찬사를 보냅니다.첨엔 지루하다 몰입도좋다 역시 스칼렛요한슨 너무매력적이야.. 불륜장면이 없어서 더 애절콜린퍼스의 절제된감정연기가 완벽했다. 비주얼연출또한 만점.재밌어질려 할 때 끝나버려서 영 찝찝;책을 읽고 봐서 그런지 뭔가 2% 아쉬웠다.배경음악이 매우 적절...허전함마저 영화특유의 분위기로 받아들여졌다.배경음악과 클래식한 영상이 어우러져 쓸쓸한 중세분위기 물씬.크게 임팩트있는 부분이 없지만 그래도 나는 이 영화의 그런 절제미가 좋다..관람객 야한장면 하나 없이 관능적인 영화.그림의 질감이 거칠면서도 부드럽고 생생했다."
천사와 악마,"보다 보면 IQ가 약간 올라가는 듯한 플라시보 효과가 있음 ( 물론 보고 10분만 지나면 다시 돌아옴)잘못된 믿음을 가진 천사의 악행.종교 영화는 좋아하지 않지만반전이 나를 충격에 빠뜨렸다.콘스탄틴을 보고, 다빈치코드를 보고, 천사와악마를 봤다. 다빈치코드는 종교의 역사적 지식이 부족한 나로썬 이해하기 힘든 영화였다. 반면 이 영화는 종교와, 과학을 바탕으로 전개되는 스토리로 긴장감과, 빠져드는 몰입도...마지막 추기경의 대사가 기억에 남는다. 종교는 흠이 많다. 인간도 흠이 많듯이과학과 종교의 역사적 굴레에 얽힌 충격적인 진실을 바탕으로 사건을 풀어나가는 이야기 전개가 긴장감있고 흥미로웠다. 마지막 반전과 일루미나티의 존재는 소름이 돋을 정도...론하워드는 재미있는 영화를 만들 줄 아는 감독...예전에 군대서 읽었던 천사와 악마를 다시 떠올리게 할만큼 영화로 잘 옮긴 작품. 긴 러닝 타임이 전혀 지루 하지 않았다책으로써 비교를하지말고 영화로써 함축적이게 내용전달을얼마나잘하고 여운을주는가를따져야맞는것같다 명작결국엔 종교를 미화하지 않았다. 허점많고 불확실하기에 과거와는 다르게 소통하는, 유동적이고 신앙적인 종교를 추구해야 된다고 생각한다.박평식 저사람은 전형적인 헬조선 보수꼰대교육 받고 자란 자뻑수다쟁이가 분명하다. 자기가 모자라니 할게 잔소리뿐이 없겠지..^^"
